TRANSACTION_AMT,TRANSACTION_DT
762.01,2015-02-01
1412.49,2015-01-30
2022.86,2015-06-15
516.6,2015-05-21
5000,2015-04-24
1212.33,2015-03-12
207.16,2015-04-08
6.51,2015-04-14
666.7,2015-03-02
352.3,2015-05-28
6663.44,2015-05-22
1506,2015-01-31
28.4,2015-05-22
3505.5,2015-04-07
320,2015-03-13
943.24,2015-06-24
248.1,2015-03-12
582.95,2015-04-17
4062.41,2015-04-15
2500,2015-06-23
293.36,2015-02-04
500,2015-05-12
256.29,2015-04-02
906,2015-02-27
106.65,2015-05-04
17.15,2015-04-23
392644.65,2015-04-23
875,2015-01-12
25,2015-03-12
16.98,2015-06-25
3567.49,2015-06-15
163.98,2015-05-08
30,2015-05-15
208.46,2015-04-13
600,2015-03-11
5.88,2015-04-11
835.94,2015-01-02
5.75,2015-05-14
65,2015-01-30
181.55,2015-03-30
200,2015-04-21
543.6,2015-06-08
9,2015-05-10
57.52,2015-04-29
1000,2015-01-29
45,2015-01-27
1784.65,2015-04-15
115.61,2015-01-11
6,2015-01-21
155.17,2015-05-01
410.4,2015-03-30
750,2015-01-12
52.83,2015-01-30
7591,2015-06-24
596.2,2015-03-10
5114.73,2015-03-05
912.51,2015-05-01
83.07,2015-06-10
1360,2015-04-15
150,2015-06-26
5064.08,2015-01-20
5135.67,2015-02-06
72.43,2015-03-07
1650,2015-04-02
19.9,2015-01-05
49.37,2015-06-17
29,2015-02-28
245,2015-02-03
36.9,2015-01-05
908.95,2015-06-18
1215,2015-02-26
1315.07,2015-05-27
120,2015-02-27
459.59,2015-06-22
3000,2015-04-07
3392.78,2015-03-31
377.05,2015-01-02
15,2015-05-29
802.58,2015-05-29
10.05,2015-03-27
1293,2015-06-29
26.5,2015-05-04
711.21,2015-05-27
360,2015-03-24
43.5,2015-04-02
1104.69,2015-05-15
3941.2,2015-03-23
1500,2015-03-05
89.95,2015-01-06
11.65,2015-05-07
29,2015-04-17
500,2015-02-04
5.05,2015-02-18
750,2015-06-30
314.5,2015-05-22
40,2015-04-08
59.87,2015-03-09
4337.99,2015-06-25
8000,2015-06-23
293.73,2015-06-30
1311.5,2015-04-07
434.33,2015-06-30
11996.36,2015-05-27
8.53,2015-01-30
552.65,2015-03-31
135,2015-04-06
655.35,2015-04-01
125,2015-01-29
25,2015-05-05
304.56,2015-01-28
1351.48,2015-05-18
3090,2015-03-02
853.71,2015-04-29
12.81,2015-02-02
32.1,2015-04-08
121.26,2015-06-01
1249.97,2015-06-23
1939.3,2015-05-18
1884.56,2015-06-10
23.26,2015-02-04
1430,2015-04-01
263.13,2015-05-08
350,2015-03-20
336,2015-02-26
1692.25,2015-03-20
12522.44,2015-03-09
285.91,2015-02-28
33,2015-05-01
81.16,2015-05-07
256.49,2015-05-25
138.78,2015-06-03
78.3,2015-01-06
1570.02,2015-06-15
30,2015-04-30
8.82,2015-03-05
226,2015-04-30
18.14,2015-05-01
18.64,2015-05-26
1334.54,2015-05-18
1515,2015-04-09
4294.64,2015-06-15
463.16,2015-01-30
4.47,2015-02-16
521.35,2015-02-05
91.95,2015-06-08
1067.6,2015-05-26
6166.92,2015-06-15
182.74,2015-01-28
1373.06,2015-03-02
835,2015-03-16
18804,2015-02-18
1621.59,2015-02-24
207.36,2015-05-29
7835,2015-06-19
2000,2015-03-13
5,2015-01-02
50.09,2015-03-02
150,2015-05-15
237.1,2015-01-12
18.95,2015-03-27
12,2015-04-23
5200,2015-05-20
4.2,2015-05-18
1800,2015-05-15
9490.9,2015-06-15
50,2015-04-20
88.95,2015-04-21
3824.4,2015-06-16
2000,2015-01-27
4860.79,2015-06-29
2578.99,2015-04-06
5.08,2015-03-11
2.88,2015-03-22
100,2015-02-20
2,2015-03-03
41942,2015-06-12
500,2015-02-24
820.02,2015-02-17
343,2015-05-19
245.21,2015-03-23
508.4,2015-03-30
210,2015-04-06
140.57,2015-04-06
126.56,2015-05-08
4164.09,2015-02-19
35.78,2015-05-08
2.48,2015-05-29
5122.31,2015-06-17
845.2,2015-05-18
2,2015-02-26
13629.89,2015-03-27
218.39,2015-05-04
110.55,2015-05-14
162.17,2015-02-13
77.36,2015-05-27
590,2015-02-23
504.19,2015-04-16
205,2015-01-06
150,2015-02-03
8.03,2015-06-23
812.56,2015-01-29
200,2015-01-27
24.91,2015-05-29
444.03,2015-03-18
511.32,2015-05-27
314.41,2015-06-30
469.99,2015-04-01
1570,2015-01-15
305.06,2015-01-27
2977.53,2015-04-16
519.87,2015-05-12
1405,2015-03-10
1282.55,2015-04-08
24.41,2015-01-02
11.74,2015-06-14
7500,2015-06-12
100,2015-03-06
3764.25,2015-04-24
308.07,2015-02-03
270.68,2015-02-20
585.4,2015-03-10
28510,2015-04-15
1032.5,2015-03-02
88.27,2015-01-26
45.75,2015-06-15
175,2015-03-23
2251.07,2015-02-17
19.95,2015-04-10
25.68,2015-04-26
3000,2015-06-16
56.51,2015-01-07
5273.54,2015-04-30
0.11,2015-04-04
250,2015-03-31
205,2015-05-26
217.16,2015-02-19
27.04,2015-05-13
2.28,2015-05-07
150,2015-01-21
127.33,2015-06-22
100,2015-03-28
1583.9,2015-04-30
393.1,2015-03-31
192,2015-03-20
730.88,2015-04-16
970.96,2015-03-09
630.52,2015-04-09
500,2015-04-01
15.8,2015-04-24
34.65,2015-06-29
2040.39,2015-06-03
144.67,2015-04-08
819.2,2015-04-01
600,2015-06-03
225.78,2015-02-10
87.4,2015-03-12
49,2015-02-06
2561.93,2015-03-13
174.7,2015-02-28
1000,2015-01-21
196,2015-04-09
8000,2015-06-17
23.55,2015-03-25
59.98,2015-06-09
1517.91,2015-04-30
75,2015-04-02
347.71,2015-06-25
15000,2015-03-31
69.96,2015-02-24
4737.98,2015-03-24
900,2015-06-08
1438.17,2015-06-15
1566.43,2015-06-30
36.1,2015-04-09
4000,2015-04-23
45.21,2015-01-02
11135.3,2015-01-29
32.92,2015-02-03
35.45,2015-04-21
350,2015-03-09
2320.52,2015-04-30
400,2015-02-01
2083.95,2015-05-15
2652.55,2015-05-29
4.99,2015-06-25
24.91,2015-04-17
16.35,2015-05-29
14.4,2015-02-05
31.56,2015-05-11
292,2015-05-06
3877.76,2015-04-16
1608.53,2015-03-13
100,2015-03-07
310,2015-01-23
1575.24,2015-01-15
528.75,2015-01-16
150,2015-04-02
132.75,2015-03-05
239.31,2015-01-26
3550,2015-04-03
100,2015-01-11
6.6,2015-04-23
7000,2015-03-06
3097.51,2015-04-15
182.64,2015-03-09
3472.46,2015-06-29
40.08,2015-01-30
93,2015-03-02
49,2015-06-26
930.48,2015-04-10
253,2015-04-01
265,2015-02-05
400,2015-04-30
100,2015-04-12
208.1,2015-01-07
3550.44,2015-05-06
589.6,2015-02-26
300,2015-05-13
27595.34,2015-05-04
100,2015-06-09
22.63,2015-06-26
300,2015-04-22
297.82,2015-06-19
1722.98,2015-06-23
637.22,2015-06-10
3739.34,2015-05-29
1320,2015-03-02
154.4,2015-04-22
250,2015-05-29
483.05,2015-06-30
725,2015-01-22
289.9,2015-05-13
40000,2015-05-05
11.3,2015-05-22
37.3,2015-04-02
170.95,2015-03-20
11.87,2015-03-02
4380.26,2015-05-01
5714.25,2015-03-05
14.12,2015-05-15
49,2015-06-24
79,2015-04-09
2880.27,2015-06-15
172,2015-03-20
3000,2015-04-11
2250,2015-01-05
6.15,2015-05-06
50,2015-04-14
2249.72,2015-05-31
2887.34,2015-05-15
58.5,2015-03-15
8.58,2015-04-14
190.07,2015-04-16
67,2015-04-29
900,2015-04-08
1500,2015-04-27
139.84,2015-06-23
381.25,2015-04-01
7000,2015-03-02
141.67,2015-01-27
807.86,2015-04-11
-10.57,2015-01-15
1865.23,2015-03-13
60,2015-04-21
50,2015-06-23
241.28,2015-06-28
47.91,2015-03-01
21731.63,2015-03-12
114.74,2015-02-26
354.51,2015-03-26
158,2015-05-21
5.4,2015-02-04
1.18,2015-02-11
4026.81,2015-06-16
627.02,2015-06-04
150,2015-02-23
1500,2015-03-01
1889.75,2015-01-13
278.2,2015-03-05
64.61,2015-04-29
95.35,2015-02-08
561.1,2015-04-07
190.45,2015-04-23
856,2015-03-16
27,2015-05-05
620.96,2015-05-26
1332.31,2015-03-23
147.81,2015-04-13
485.71,2015-04-23
800,2015-05-20
39.49,2015-02-23
38.17,2015-02-19
144,2015-03-27
1724.4,2015-06-18
216.94,2015-04-15
853.88,2015-05-04
513.27,2015-01-15
25,2015-04-28
3500,2015-04-30
30,2015-05-01
15,2015-01-06
225,2015-03-20
3000,2015-05-11
219,2015-02-21
46.96,2015-05-04
2500,2015-01-30
82.65,2015-03-30
196.15,2015-02-17
500,2015-03-13
234.66,2015-06-05
140.2,2015-04-13
225,2015-01-07
838.36,2015-03-04
275,2015-05-11
562.04,2015-06-05
165.64,2015-05-12
2300,2015-02-04
130.57,2015-06-24
98,2015-06-15
1495.27,2015-01-30
30,2015-04-30
1000,2015-03-05
6.99,2015-05-01
1205.32,2015-02-07
9218.26,2015-01-26
5.94,2015-05-11
1150,2015-04-15
17.14,2015-03-04
36.4,2015-01-17
700,2015-06-02
440.83,2015-06-09
59,2015-03-16
4392.73,2015-01-30
325.5,2015-06-09
3164.63,2015-01-14
1306.97,2015-04-15
84.33,2015-06-08
290.1,2015-06-12
205,2015-06-19
7.44,2015-04-13
200,2015-01-20
29.3,2015-05-19
1175,2015-06-01
886.34,2015-05-29
0,2015-04-25
10,2015-05-14
85,2015-02-13
12.95,2015-04-08
11250,2015-06-24
367.65,2015-02-24
758.22,2015-05-12
6500,2015-04-24
3108,2015-06-30
229.18,2015-03-16
207.72,2015-01-09
257.47,2015-03-31
39.44,2015-03-23
230.6,2015-06-15
646,2015-06-26
3382.94,2015-01-31
91.63,2015-03-31
7000,2015-03-02
12679.4,2015-05-29
6.52,2015-03-30
4776.4,2015-06-05
1874.75,2015-04-20
50000,2015-04-03
400,2015-05-01
150,2015-02-26
3745,2015-04-06
2412.81,2015-01-31
72.05,2015-04-25
93,2015-05-20
1598.89,2015-04-30
28.99,2015-06-21
125.35,2015-05-22
10.08,2015-02-11
15000,2015-05-05
2036.41,2015-05-28
58,2015-02-13
850,2015-04-02
729.2,2015-02-23
2000,2015-06-16
1219.16,2015-05-29
25,2015-02-19
309.51,2015-01-16
6.13,2015-03-08
605.1,2015-06-03
400,2015-06-15
36,2015-03-19
23.09,2015-03-10
1601.96,2015-01-27
25,2015-04-18
29.93,2015-03-24
670.55,2015-01-30
397.67,2015-05-12
2428.92,2015-05-14
935.95,2015-06-29
35,2015-04-05
5211.58,2015-01-12
562.5,2015-03-27
50,2015-06-25
65.9,2015-02-26
1493.33,2015-01-30
141.85,2015-03-12
475,2015-05-27
178.48,2015-01-20
20,2015-03-13
151.45,2015-03-14
95.2,2015-03-03
204,2015-04-14
437.1,2015-04-06
1223.66,2015-01-31
105,2015-03-30
0.61,2015-06-30
154.03,2015-04-10
674.1,2015-05-21
130.31,2015-06-22
136.54,2015-05-21
1400,2015-05-19
2075.83,2015-05-15
18000,2015-06-04
75,2015-05-04
39.3,2015-03-20
1349.16,2015-05-29
571,2015-06-02
4000,2015-03-02
2091.76,2015-06-09
155.25,2015-06-05
2126.48,2015-01-15
306.5,2015-03-13
1959.82,2015-04-15
1500,2015-06-05
4583.34,2015-05-15
23,2015-05-01
2000,2015-05-04
1002.42,2015-03-30
3500,2015-03-31
19.8,2015-04-02
461.53,2015-03-31
2583.09,2015-06-04
1604.88,2015-05-15
215.82,2015-05-08
12.52,2015-02-24
45,2015-06-04
233.1,2015-05-21
350,2015-06-16
31115,2015-03-09
5000,2015-05-27
4.5,2015-04-30
47.35,2015-05-04
2467.5,2015-04-02
39.99,2015-01-30
48.51,2015-02-07
181.31,2015-04-13
324,2015-01-12
12.46,2015-03-11
543.67,2015-06-23
2000,2015-03-24
500,2015-06-22
60,2015-02-17
669.21,2015-05-12
16.16,2015-05-26
137.1,2015-02-17
6000,2015-03-05
500,2015-06-30
1230.02,2015-03-11
911.49,2015-05-27
9648.67,2015-04-08
2131.25,2015-06-03
61.37,2015-01-13
477.53,2015-06-22
825,2015-06-08
1103.5,2015-05-21
16896.06,2015-05-27
1363.22,2015-05-31
6000,2015-01-29
120.87,2015-06-15
125,2015-03-26
46.15,2015-04-23
182.94,2015-02-05
331.08,2015-03-02
20.93,2015-06-30
19.57,2015-05-13
650.64,2015-06-08
1000,2015-04-03
55598.03,2015-05-29
8,2015-02-17
98,2015-05-29
14.57,2015-04-20
4155.55,2015-05-29
12.75,2015-01-08
300,2015-02-07
2260.64,2015-03-13
220.78,2015-03-24
3.76,2015-01-13
4855.3,2015-02-12
368.1,2015-03-02
21070.76,2015-06-26
100,2015-04-11
935.98,2015-06-08
704.81,2015-06-05
21.47,2015-05-11
357.5,2015-06-01
6163.32,2015-06-15
599,2015-02-05
2970.53,2015-05-10
1086.63,2015-03-17
800,2015-03-06
941.81,2015-06-17
141.04,2015-02-10
436.24,2015-03-06
1046.29,2015-05-15
20,2015-04-01
150,2015-02-07
21259.81,2015-01-30
10.29,2015-03-20
2.23,2015-03-13
396.06,2015-04-30
2096.36,2015-04-02
47.05,2015-03-12
92.78,2015-06-02
1182.21,2015-01-09
96.5,2015-06-01
1167.73,2015-01-09
60,2015-06-30
37.5,2015-04-09
350,2015-02-05
250,2015-06-16
598,2015-03-24
29.73,2015-05-29
980,2015-05-09
974.65,2015-01-30
9.66,2015-01-31
544.36,2015-05-28
68.78,2015-05-29
57.48,2015-05-21
3109.39,2015-06-01
9.99,2015-05-12
750.26,2015-04-23
54.16,2015-05-11
2.11,2015-06-02
10595.83,2015-01-14
350,2015-06-24
106.91,2015-05-20
1021.49,2015-04-17
19.99,2015-02-10
0.01,2015-02-24
0.33,2015-05-01
66.75,2015-03-02
3067.63,2015-02-20
14.32,2015-05-22
84.65,2015-02-27
32.75,2015-05-24
94.18,2015-05-07
350.38,2015-05-06
304.5,2015-06-25
262.5,2015-03-09
14699.71,2015-03-31
97.86,2015-06-23
28,2015-05-21
224967.5,2015-05-03
1110.4,2015-05-06
10451.25,2015-02-27
1917.27,2015-06-30
13.78,2015-05-18
48.47,2015-03-10
147.38,2015-05-11
66.12,2015-03-02
826.16,2015-05-04
25.74,2015-06-05
100,2015-02-13
2000,2015-04-10
247.58,2015-06-26
1565.36,2015-03-05
6.05,2015-02-26
6779.82,2015-03-31
15.74,2015-04-03
4.81,2015-05-21
259.23,2015-06-19
183.94,2015-01-08
17402.41,2015-04-15
16.66,2015-05-21
80.11,2015-04-30
30,2015-04-30
148.88,2015-01-12
1.4,2015-03-11
2500,2015-06-11
19.8,2015-05-08
19.95,2015-05-12
109,2015-06-18
2000,2015-04-29
439.98,2015-06-18
3547.47,2015-06-30
2750,2015-06-30
104.27,2015-04-28
45,2015-05-21
60,2015-06-30
6587,2015-02-23
2500,2015-04-14
34.67,2015-01-05
70,2015-04-02
67.94,2015-01-09
300,2015-01-18
585.8,2015-02-17
534,2015-01-19
150,2015-06-09
39.66,2015-06-08
300,2015-04-14
86.15,2015-01-08
847.28,2015-03-02
5300,2015-05-27
801.95,2015-04-29
15000,2015-06-01
220,2015-05-07
20000,2015-01-30
825.2,2015-02-18
1959.87,2015-06-30
300,2015-05-06
570.2,2015-01-11
68.95,2015-05-13
50.5,2015-05-15
1296.8,2015-05-26
7.55,2015-04-20
750,2015-05-13
357.73,2015-05-15
3629.7,2015-05-31
16.49,2015-04-30
44.76,2015-03-10
399.05,2015-02-27
200,2015-03-10
13373,2015-01-20
2236.04,2015-04-30
1041.1,2015-03-30
35,2015-06-08
1750,2015-05-01
179.8,2015-02-27
60,2015-06-30
15436.58,2015-02-26
17.95,2015-02-03
9.45,2015-04-08
63,2015-01-08
2000,2015-05-19
298.03,2015-01-14
40,2015-01-15
78.16,2015-02-10
73.44,2015-06-10
1531.85,2015-06-24
33.39,2015-03-10
55,2015-05-21
94.31,2015-03-04
199,2015-02-26
29.95,2015-02-02
3041.56,2015-05-14
5202.89,2015-04-13
60,2015-04-06
33.39,2015-04-01
3,2015-03-23
1183.24,2015-01-22
495.18,2015-03-30
35,2015-06-25
950.39,2015-06-16
512.94,2015-05-01
1.59,2015-04-12
1235.03,2015-03-06
3500,2015-01-30
1000,2015-06-24
9282,2015-04-27
1654.3,2015-05-28
1500,2015-06-01
336.46,2015-05-06
135,2015-01-05
22026.66,2015-04-01
1017.77,2015-05-15
75,2015-02-12
132.7,2015-04-28
27.95,2015-04-02
1816.88,2015-06-30
29.3,2015-06-03
175,2015-02-26
433.39,2015-04-22
200,2015-03-30
15.64,2015-01-09
300.61,2015-02-24
34.5,2015-05-01
36.85,2015-01-18
3366,2015-01-21
30,2015-06-29
523.7,2015-06-18
150,2015-04-07
500,2015-01-07
250,2015-01-16
1500,2015-05-15
550,2015-02-20
150,2015-04-18
2442,2015-01-16
99.99,2015-04-28
580.84,2015-04-09
629.89,2015-05-29
100.55,2015-06-01
84.03,2015-02-10
10654.6,2015-06-22
243.94,2015-04-14
2718.59,2015-04-15
28.19,2015-03-13
1943.6,2015-02-03
2014.07,2015-04-01
29,2015-05-11
55974.57,2015-03-11
243.65,2015-05-18
689.8,2015-03-09
1866.35,2015-05-26
3448.5,2015-01-15
20,2015-05-26
1500,2015-06-17
400,2015-06-01
-45,2015-06-08
501.6,2015-01-06
267.45,2015-01-14
101.11,2015-06-02
207.18,2015-04-20
277.5,2015-04-16
2810.38,2015-05-22
72.52,2015-04-30
104.1,2015-01-09
238.31,2015-02-27
229.44,2015-02-27
90.79,2015-03-26
257.03,2015-06-15
39.53,2015-01-08
3378.48,2015-02-17
10000,2015-01-29
10000,2015-03-04
7776.24,2015-03-23
807.96,2015-05-01
70.36,2015-01-12
125.01,2015-05-31
577.92,2015-05-29
720.58,2015-04-07
174.47,2015-03-09
375.72,2015-06-18
1.05,2015-06-02
97.8,2015-04-20
289,2015-05-13
19.95,2015-01-05
2614.35,2015-05-15
358.36,2015-03-18
1402.49,2015-06-15
290.55,2015-06-03
1568.33,2015-01-29
567.15,2015-03-25
373.41,2015-06-08
120,2015-02-14
6200,2015-05-14
15000,2015-05-22
118.88,2015-05-06
101.43,2015-03-27
256.2,2015-03-13
35574.58,2015-03-31
182.59,2015-03-20
18.34,2015-01-31
413.78,2015-03-30
11.38,2015-06-12
1221.26,2015-04-23
100,2015-04-04
663.6,2015-05-24
39.9,2015-01-05
126.61,2015-06-01
10.32,2015-03-30
565.2,2015-03-31
649.9,2015-04-29
100,2015-06-25
355.41,2015-06-30
2421.45,2015-06-29
29.18,2015-03-23
230.77,2015-01-26
2560,2015-04-17
35.65,2015-03-02
29240.58,2015-04-24
85.06,2015-03-20
534.2,2015-03-03
784.08,2015-04-20
8,2015-03-20
2303.38,2015-05-22
705,2015-05-28
283.16,2015-02-09
132,2015-01-09
379,2015-05-13
63,2015-01-08
199.72,2015-06-08
124.39,2015-04-30
700,2015-05-21
2988.8,2015-06-22
29.14,2015-02-27
1.44,2015-01-31
99,2015-03-18
422.1,2015-05-21
2735.72,2015-03-30
150,2015-04-18
2486.74,2015-01-30
1062.1,2015-06-06
1500,2015-05-18
135.49,2015-01-16
656.44,2015-06-11
126,2015-01-13
1000,2015-04-15
220,2015-04-30
278.41,2015-01-14
17,2015-03-30
3755.27,2015-03-31
252.15,2015-05-13
918.91,2015-06-30
350,2015-05-27
2702.09,2015-03-05
99,2015-01-21
233.34,2015-05-12
72.52,2015-02-06
58.05,2015-01-08
400,2015-02-25
248,2015-03-09
79.89,2015-02-21
1500,2015-04-02
7.95,2015-06-02
512.1,2015-06-26
153.27,2015-03-15
139.3,2015-01-10
1691.53,2015-05-29
45.83,2015-03-02
80,2015-06-03
730.71,2015-06-02
30.66,2015-01-21
111.3,2015-05-11
0.01,2015-03-11
65,2015-04-03
3679.53,2015-04-16
101.8,2015-04-17
842.7,2015-03-03
4.88,2015-05-14
76.1,2015-01-22
1048.86,2015-04-16
530,2015-05-04
257.02,2015-02-15
14.83,2015-03-24
2248.2,2015-04-01
581.83,2015-06-03
35.3,2015-03-26
120,2015-04-04
1780.69,2015-02-27
184.44,2015-05-01
64.99,2015-01-08
134.3,2015-06-16
459.02,2015-05-28
330,2015-05-24
29.95,2015-03-02
1705.33,2015-01-20
1306.15,2015-04-15
233.41,2015-03-31
9039.55,2015-01-29
0.67,2015-02-11
112,2015-01-07
293.86,2015-04-03
200,2015-06-12
292.7,2015-04-06
253.1,2015-05-25
2010.84,2015-02-13
20,2015-03-12
35,2015-02-26
316.48,2015-01-26
247.86,2015-03-25
50,2015-05-15
9,2015-05-21
1859.75,2015-05-01
450,2015-03-31
934.12,2015-06-15
500,2015-03-02
1.76,2015-01-14
2600.23,2015-05-29
2717,2015-01-07
0.9,2015-05-07
13.4,2015-05-29
575.9,2015-06-03
148.13,2015-03-17
700,2015-05-08
1000,2015-01-31
5.75,2015-05-12
1786,2015-03-31
662.77,2015-06-26
147.2,2015-04-18
15000,2015-04-20
28.38,2015-02-26
500,2015-03-19
1605,2015-05-11
500,2015-04-24
29,2015-04-20
716.09,2015-06-17
145,2015-04-03
5601.52,2015-04-01
354.2,2015-02-17
2700,2015-04-09
177.98,2015-02-25
132.02,2015-01-15
90,2015-02-17
-74,2015-01-05
293.9,2015-02-13
103,2015-03-10
15,2015-04-01
3.19,2015-05-01
553.86,2015-04-27
99,2015-03-19
25.16,2015-03-12
17.88,2015-03-09
34.7,2015-02-03
60.35,2015-06-30
503.51,2015-06-01
2648.41,2015-01-12
2530.01,2015-06-15
219.24,2015-02-06
114.14,2015-05-15
3993.24,2015-01-15
10000,2015-02-26
200.93,2015-05-19
85,2015-06-08
1544.68,2015-06-15
3093.89,2015-01-27
9.99,2015-05-15
312.15,2015-03-20
163.1,2015-04-27
62.19,2015-06-17
350,2015-02-19
3500,2015-03-25
2652.56,2015-06-15
869.05,2015-03-27
562.88,2015-06-21
33.95,2015-06-04
1592.84,2015-06-11
148,2015-05-12
228.14,2015-04-18
325,2015-05-13
58500,2015-05-20
58.9,2015-05-21
2729.5,2015-04-28
30000,2015-01-29
648.75,2015-05-21
109.7,2015-02-16
35,2015-04-08
25,2015-02-11
155.49,2015-05-15
57.05,2015-05-09
1764.22,2015-05-15
488.4,2015-03-17
38.31,2015-04-29
80.95,2015-01-15
304,2015-02-23
14,2015-02-27
115,2015-04-21
1571.66,2015-02-08
1787.73,2015-06-15
150,2015-04-30
500,2015-04-08
88.63,2015-01-09
150,2015-01-15
50,2015-04-17
4725.24,2015-06-13
2183.68,2015-01-10
2500,2015-06-11
377.79,2015-04-15
35,2015-02-05
11.35,2015-02-06
831.02,2015-06-21
150,2015-04-20
300,2015-01-20
108.31,2015-05-04
39.04,2015-05-20
500,2015-06-30
8.43,2015-05-11
1474.21,2015-01-30
848.2,2015-03-31
72.83,2015-05-08
500,2015-01-22
4560.37,2015-03-12
15,2015-01-30
80.15,2015-02-17
600,2015-06-16
189.35,2015-04-14
8.77,2015-03-26
200,2015-06-05
41.38,2015-05-28
71.8,2015-01-16
1322,2015-05-04
497.11,2015-02-28
21.43,2015-06-01
4.04,2015-01-21
5000,2015-01-30
326.56,2015-03-04
346.8,2015-06-08
5674.02,2015-06-05
1624.69,2015-02-25
0.2,2015-03-01
45.28,2015-01-20
3000,2015-02-09
108.1,2015-05-22
100,2015-06-19
3996.31,2015-03-31
50,2015-01-08
642,2015-01-18
198,2015-03-26
5984.12,2015-06-25
256.54,2015-03-04
225,2015-06-01
788.52,2015-02-01
2100,2015-02-04
1.97,2015-04-05
61.85,2015-01-21
99.85,2015-04-03
75,2015-04-01
515.72,2015-04-22
76.92,2015-03-03
5000,2015-03-31
30.06,2015-04-14
99.79,2015-05-15
1348.09,2015-03-12
150,2015-03-19
143.74,2015-03-13
300,2015-05-06
8196,2015-01-06
2775,2015-03-02
32.95,2015-02-03
5000,2015-04-02
1726.29,2015-01-15
2220,2015-04-03
377.1,2015-01-13
60.43,2015-06-23
59.53,2015-04-21
37.25,2015-05-26
600,2015-06-23
39,2015-05-18
2150,2015-05-06
204.28,2015-04-28
503.36,2015-03-31
654.85,2015-03-20
171,2015-03-02
36.45,2015-05-04
1171.05,2015-04-30
98,2015-06-25
673.86,2015-02-18
500,2015-03-31
1.62,2015-03-05
2447.55,2015-05-14
162.41,2015-06-22
22,2015-05-18
1934.9,2015-01-14
5.42,2015-05-30
43.15,2015-01-16
499.6,2015-06-08
0.04,2015-04-25
10168.75,2015-02-02
5467,2015-06-29
417.23,2015-06-10
50,2015-04-24
2000,2015-01-29
361.73,2015-06-12
34.09,2015-04-06
377.81,2015-03-24
11306.7,2015-03-12
475.02,2015-03-04
6899.73,2015-06-12
197.27,2015-05-27
158.3,2015-03-24
82.49,2015-06-26
9.49,2015-04-23
480.8,2015-03-01
82.45,2015-05-01
19.95,2015-05-01
1750.6,2015-05-31
1342.55,2015-01-15
8.73,2015-01-08
742.09,2015-02-18
48.38,2015-04-17
14,2015-06-30
3000,2015-06-04
219.95,2015-02-03
1500,2015-03-13
367.76,2015-06-03
104.47,2015-03-11
250,2015-06-24
1715,2015-03-27
17.26,2015-03-11
110.98,2015-01-20
40,2015-05-08
10.25,2015-04-03
100,2015-06-05
75,2015-03-23
671.71,2015-05-29
979.01,2015-06-11
5000,2015-03-18
4080.11,2015-03-09
193.01,2015-03-11
30,2015-03-07
15.3,2015-06-30
300,2015-04-29
30,2015-04-30
340.2,2015-05-22
25.8,2015-04-18
20000,2015-05-08
408.55,2015-05-06
800,2015-05-07
241.69,2015-02-03
14.39,2015-04-10
0.01,2015-04-13
2708.3,2015-06-15
156.17,2015-03-31
20.98,2015-02-12
20.4,2015-04-06
2908.76,2015-02-24
302.1,2015-05-06
43.99,2015-05-18
108,2015-04-20
2075.69,2015-03-17
0.61,2015-02-18
27.24,2015-06-25
5220,2015-01-20
500,2015-05-13
807.2,2015-01-22
1070.6,2015-03-31
25,2015-01-30
111.53,2015-04-27
1028.14,2015-04-15
75,2015-05-21
325,2015-05-06
28.42,2015-06-17
99,2015-04-23
1073.36,2015-06-12
199,2015-02-13
23.85,2015-05-21
710,2015-02-10
86,2015-06-19
1200,2015-03-21
72.39,2015-03-28
399,2015-06-01
232.99,2015-01-02
55.72,2015-02-18
3000,2015-04-30
5,2015-04-09
109.13,2015-04-30
48.97,2015-06-29
10000,2015-05-15
419.14,2015-05-29
3707.3,2015-06-30
201.43,2015-02-21
100,2015-04-16
191.5,2015-04-17
55.38,2015-01-28
14.6,2015-04-06
1291.43,2015-04-21
9075,2015-04-27
42,2015-04-30
598.09,2015-02-06
617.19,2015-05-28
6483.37,2015-04-08
347.1,2015-03-26
600,2015-05-18
740,2015-05-01
22.06,2015-06-18
300,2015-04-22
20,2015-02-23
2100,2015-04-16
1.51,2015-05-06
1201.92,2015-04-15
1500,2015-06-30
432.44,2015-01-28
1084.55,2015-06-25
1500,2015-02-06
207.95,2015-04-03
2148.03,2015-01-22
467,2015-02-10
4442,2015-05-22
1621.73,2015-05-15
2658,2015-03-24
1002.46,2015-01-15
202.83,2015-03-10
13,2015-02-26
38.19,2015-04-07
5055,2015-01-07
934.86,2015-04-30
5.05,2015-06-03
23,2015-02-09
7.14,2015-02-21
211.5,2015-03-20
368.76,2015-06-23
660.92,2015-06-17
158.74,2015-06-22
10.12,2015-04-27
30,2015-04-30
1500,2015-06-08
1750,2015-02-05
332.1,2015-05-11
277.2,2015-03-04
30.65,2015-01-23
5000,2015-04-02
1823.42,2015-05-15
1010,2015-03-16
100,2015-02-01
1008.27,2015-03-31
12.3,2015-01-19
400,2015-06-22
992.61,2015-03-15
2264.94,2015-05-15
75,2015-03-26
350,2015-04-21
2865.7,2015-05-11
137.87,2015-05-14
256.73,2015-05-05
245.28,2015-05-01
4000,2015-05-01
375,2015-03-04
4,2015-03-03
